ticker,error,name,long_name,sector,industry,country,market_cap,enterprise_value,pe_ratio,forward_pe,peg_ratio,price_to_book,price_to_sales,ev_to_ebitda,ev_to_revenue,roe,roa,operating_margin,profit_margin,gross_margin,ebitda_margin,revenue_growth,earnings_growth,quarterly_revenue_growth,quarterly_earnings_growth,debt_to_equity,current_ratio,quick_ratio,total_cash,total_debt,free_cash_flow,operating_cash_flow,beta,insider_ownership,institutional_ownership,shares_outstanding,float_shares,short_percent,price,week52_high,week52_low,avg_volume,recommendation,passed_filters,quality_score,growth_score,health_score,valuation_score,momentum_score,composite_score,multibagger_score,rationale
CRUS,,"Cirrus Logic, Inc.","Cirrus Logic, Inc.",Technology,Semiconductors,United States,5549016064.0,4788218368.0,13.535452,12.44017,,2.5513873,2.7070615,9.126,2.336,0.20903999,0.12163,0.18367,0.21004999,0.52785,0.25597,0.129,0.289,,0.266,0.0596,7.583,5.894,891262016.0,130464000.0,450997248.0,598595008.0,1.16,0.00563,1.07629,50117561.0,49634929.0,0.0862,110.72,180.42,106.26,743819.0,none,True,0.21532493518916337,-0.14885313312586929,1.8992980909672619,0.6682978815328907,-2.276280562868276,0.4886393741036169,8.5,"Healthy balance sheet (D/E 0.06, CR 7.6); reasonable valuation (P/E 14). Recent price action is soft."
FHI,,"Federated Hermes, Inc.","Federated Hermes, Inc.",Financial Services,Asset Management,United States,4567715840.0,4470106624.0,11.371747,10.465275,1.4857,3.4888232,2.3617826,8.051,2.311,0.31137,0.14803,0.27722,0.21295999,0.69044,0.28709,0.183,0.193,,0.146,0.32354,2.592,2.372,480710016.0,451942016.0,371463872.0,373985984.0,0.632,0.03893,0.93561,74651281.0,67965657.0,0.0616,61.18,67.2,46.66,574464.0,none,True,0.7665196484128317,-0.14663707165076592,0.25398847278398917,0.8266206705924134,0.5116604478515517,0.40636986778859496,8.4,"Reasonable valuation (P/E 11, PEG 1.5); strong profitability (ROE 31%, op margin 28%). Growth is modest — more of a compounder."
RMBS,,"Rambus, Inc.",Rambus Inc.,Technology,Semiconductors,United States,9506659328.0,8703514624.0,40.20642,23.553913,,6.4820294,12.569443,27.499,11.508,0.17789,0.11034001,0.36671,0.3169,0.80357003,0.41847,0.204,0.151,,0.167,0.014870000000000001,9.754,8.896,824947968.0,21803000.0,202302368.0,332704000.0,1.872,0.00759,0.95085996,108461603.0,107614518.0,0.0679,87.65,174.1,77.85,2826543.0,strong_buy,True,1.08958381531629,-0.11004299144989367,1.6812408665048098,-1.4113675426369139,-2.0966261365374153,0.40313817513620825,8.3,"Healthy balance sheet (D/E 0.01, CR 9.8); strong profitability (ROE 18%, op margin 37%). Recent price action is soft."
DAVE,,Dave Inc.,Dave Inc.,Technology,Software - Application,United States,4615899136.0,4630294016.0,23.316687,16.462265,,22.203644,7.1714096,19.929,7.194,1.04779,0.3101,0.32945,0.34589002,0.71748,0.36097,0.296,-0.21,,-0.26,1.29139,4.223,2.178,254072000.0,268467008.0,167170368.0,326945984.0,3.84,0.107,1.09933,11441425.0,9498388.0,0.2168,361.875,458.25,152.21,493258.0,buy,True,1.9675342202350927,-0.346254179857397,-0.43054417414218754,-0.322153281188998,0.41759087373902765,0.3686172290792334,8.2,"Strong profitability (ROE 105%, op margin 33%); constructive price momentum. Balance sheet worth monitoring."
COCO,,"The Vita Coco Company, Inc.","The Vita Coco Company, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,United States,2979425280.0,2690797824.0,29.422857,22.004274,,7.3715105,4.2200418,19.697,3.811,0.31370002,0.16974,0.29209998,0.15503,0.41127998,0.19349001,0.281,1.158,,1.159,0.03508,3.356,2.578,278640000.0,14062000.0,104597248.0,131693000.0,0.744,0.08605,0.95457,57864153.0,51872613.0,0.1182,51.49,85.83,37.63,1137296.0,none,True,0.41886633414573454,1.2117896629821798,0.23788316489580297,-0.34252674122837934,-1.2960137477381934,0.3718984086420495,8.2,"Solid growth (revenue +28%, EPS +116%); strong profitability (ROE 31%, op margin 29%). Recent price action is soft."
RDN,,Radian Group Inc.,Radian Group Inc.,Financial Services,Insurance - Specialty,United States,4809153024.0,5441883136.0,8.909313,6.9190645,,1.0096381,2.9154563,6.026,3.299,0.12026,0.0529,0.31627,0.32512,0.69302005,0.54745,0.935,-0.162,,-0.183,0.27967,1.588,0.703,712057024.0,1344786944.0,308735264.0,1393350016.0,0.699,0.01666,0.9775,132301318.0,129974138.0,0.0496,36.35,41.05,31.5,1174743.0,none,True,0.7957244792528869,0.23552649761530564,-0.26888431268775187,0.9830381228580792,-0.34639527358413746,0.36051384475725956,8.1,"Reasonable valuation (P/E 9); strong profitability (ROE 12%, op margin 32%). Recent price action is soft."
IESC,,"IES Holdings, Inc.","IES Holdings, Inc.",Industrials,Engineering & Construction,United States,12937282560.0,12631636992.0,28.833036,,,10.5245075,3.2458906,22.907,3.169,0.44522998,0.16469,0.14364,0.11444,0.26305,0.13835,0.396,0.987,,0.981,0.062329999999999997,1.63,1.455,387860000.0,76943000.0,329443360.0,371422016.0,1.78,0.030620001,0.97823,39848712.0,18616521.0,0.099300005,324.66,408.255,170.065,463277.0,none,True,0.10178629604496793,1.279788878850393,0.04201719160420425,-0.1985023037342389,0.26219806906869425,0.3443219643204386,8.0,"Solid growth (revenue +40%, EPS +99%); constructive price momentum. Valuation looks stretched."
PATH,,"UiPath, Inc.","UiPath, Inc.",Technology,Software - Infrastructure,United States,7072078848.0,5867848704.0,20.25373,14.734944,0.5132,3.6186666,4.109624,31.784,3.41,0.20027,0.03664,0.08922,0.21031,0.82583,0.10727999,0.134,22.808,,21.783,0.04093,2.387,2.139,1283990016.0,79760000.0,474257632.0,373246016.0,1.023,0.09741,0.90522003,456464703.0,392487350.0,0.2934,13.57,19.84,9.2,69985312.0,hold,True,-0.3146999344857082,1.3627760178995891,0.514943336253285,-0.03508647557765364,-0.7651172769779959,0.3315010230069582,7.9,"Solid growth (revenue +13%, EPS +2281%); healthy balance sheet (D/E 0.04, CR 2.4). Recent price action is soft."
FIVE,,"Five Below, Inc.","Five Below, Inc.",Consumer Cyclical,Specialty Retail,United States,13604953088.0,14455687168.0,22.163229,22.337523,0.9842,5.4946084,2.5602732,17.621,2.72,0.28250998,0.07843,0.08859,0.11652,0.37578,0.15438,0.229,4.182,,4.177,0.8233199999999999,2.222,1.181,1187904000.0,2038637952.0,367360512.0,803480000.0,0.989,0.01675,1.0318199,55054035.0,53762467.0,0.031600002,247.12,263.88,137.77,1133195.0,buy,True,-0.40407407815523455,1.5837298873833014,-0.35628018919596716,0.118481563199661,1.2021520245478077,0.2635200368076028,7.8,"Solid growth (revenue +23%, EPS +418%); constructive price momentum. Profitability is the softer spot."
ADEA,,Adeia Inc.,Adeia Inc.,Technology,Software - Application,United States,2954405376.0,3212586240.0,24.577982,16.632004,,6.189926,6.2743545,11.421,6.823,0.27878,0.13056,0.31948,0.26053,1.0,0.59736,0.121,0.0,,0.039,0.82832,3.247,3.128,137080992.0,395262016.0,195100624.0,190952000.0,0.958,0.0185,1.05844,110280150.0,107722753.0,0.120900005,26.79,34.34,11.61,1303138.0,none,True,1.3462261429260785,-0.462660416742972,-0.09245792593019779,-0.04585976279713293,0.343232665995621,0.2753709260897422,7.8,"Strong profitability (ROE 28%, op margin 32%); constructive price momentum. Growth is modest — more of a compounder."
ANIP,,"ANI Pharmaceuticals, Inc.","ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,1624003840.0,1764130816.0,15.4030485,6.742767,,2.537142,1.6598923,8.424,1.803,0.20459,0.05446,0.14974,0.1107,0.60403997,0.21403,0.259,1.911,,1.891,1.0482500000000001,2.91,2.297,376961984.0,626028032.0,132205752.0,189466000.0,0.45,0.054429997,1.07121,22959488.0,19651055.0,0.1814,70.7,99.39,69.96,343030.0,none,True,-0.2634214178899364,1.6535047935360527,-0.5315951337490642,0.8956772558260008,-2.4271314571427274,0.21444600509652995,7.7,"Solid growth (revenue +26%, EPS +191%); reasonable valuation (P/E 15). Recent price action is soft."
PRG,,"PROG Holdings, Inc.","PROG Holdings, Inc.",Industrials,Rental & Leasing Services,United States,1490898048.0,2292761088.0,12.074194,6.639468,,1.8512291,0.57020265,5.072,0.877,0.17066,0.15037,0.16605,0.05609,0.36145002,0.17287001,0.223,-0.042,,-0.038,1.10148,4.518,3.464,85201000.0,887064000.0,1535915904.0,333078016.0,1.766,0.04178,1.1166,39831633.0,38415618.0,0.0868,37.43,47.73,25.8,565851.0,strong_buy,True,-0.31483292559702053,-0.29331390005484503,0.7615250559546177,1.1521245113309309,-0.24953592376172798,0.18294479180739023,7.6,"Reasonable valuation (P/E 12); healthy balance sheet (D/E 1.10, CR 4.5). Profitability is the softer spot."
QLYS,,"Qualys, Inc.","Qualys, Inc.",Technology,Software - Infrastructure,United States,5887031296.0,5514136576.0,29.594782,20.222006,2.9229,10.488135,8.374429,21.654,7.844,0.38592,0.146,0.33979,0.29381,0.83417,0.36223,0.11,0.161,,0.108,0.09498,1.384,1.266,426294016.0,53399000.0,244382624.0,320948992.0,0.617,0.00448,1.10421,34595001.0,34311322.0,0.1617,170.17,201.54,74.51,762661.0,none,True,1.3484761975785124,-0.3564134268266583,-0.17766230299380284,-1.0515350324535315,0.7105363293760636,0.14882048841921186,7.5,"Strong profitability (ROE 39%, op margin 34%); constructive price momentum. Valuation looks stretched."
LIVN,,LivaNova PLC,LivaNova PLC,Healthcare,Medical Devices,United Kingdom,4335904256.0,4183860480.0,23.774097,16.877394,0.9256,3.278641,2.9465501,16.083,2.843,0.15404001,0.0504,0.13543999,0.12813,0.67743,0.17678,0.108,2.878,,2.997,0.26556,1.45,1.079,516619008.0,351948992.0,59872624.0,249258000.0,0.869,0.00414,1.1315,54933538.0,54831262.0,0.098400004,78.93,85.76,48.82,683782.0,buy,True,-0.3732943919661615,1.3023044325672049,-0.5762421479798807,0.2582066345556754,0.9780273589232019,0.15715961668649397,7.5,"Solid growth (revenue +11%, EPS +288%); constructive price momentum. Balance sheet worth monitoring."
FCFS,,"FirstCash Holdings, Inc.","FirstCash Holdings, Inc.",Financial Services,Credit Services,United States,9861445632.0,12392164352.0,25.896355,17.359138,,4.257865,2.393359,15.723,3.008,0.17398001,0.08297,0.15508,0.0942,0.57869,0.19128999,0.294,0.582,,0.563,1.16419,4.887,3.199,172298000.0,2703015936.0,219812256.0,672852992.0,0.53,0.084259994,1.00218,43371800.0,39714256.0,0.062800005,227.37,238.93,145.06,470061.0,strong_buy,True,-0.30263066704970987,0.57215423045256,0.02225369845215202,0.12358186001425409,1.2441832910990496,0.13855922566835566,7.4,"Constructive price momentum; solid growth (revenue +29%, EPS +58%). Profitability is the softer spot."
AGX,,"Argan, Inc.","Argan, Inc.",Industrials,Engineering & Construction,United States,5641820672.0,4624289280.0,31.738752,24.776943,,11.133784,4.7484756,24.99,3.892,0.39847,0.0999,0.14794,0.15092,0.20711,0.15574001,0.615,0.504,,0.511,0.02154,1.501,1.458,1028446016.0,10915000.0,467822016.0,555177024.0,0.569,0.04109,1.12508,14029842.0,13778708.0,0.074499995,402.13,805.75,227.02,344340.0,buy,True,-0.09508325283190298,1.0128328984251083,0.24482621734156562,-0.6558987772096485,-1.2312502033301997,0.1259424763441403,7.3,"Solid growth (revenue +62%, EPS +50%); healthy balance sheet (D/E 0.02, CR 1.5). Recent price action is soft."
CART,,Maplebear Inc.,Maplebear Inc.,Consumer Cyclical,Internet Retail,United States,10797162496.0,10181163008.0,25.486338,9.524219,1.6573,4.680851,2.7040226,16.29,2.55,0.16001,0.09364,0.14094,0.120459996,0.72577006,0.15652001,0.141,0.081,,-0.043,0.01348,2.279,1.969,850000000.0,34000000.0,917875008.0,1232000000.0,0.799,0.1129,0.81246,231500067.0,163601097.0,0.1079,46.64,52.68,32.73,4167572.0,buy,True,-0.2471864235462451,-0.4160837431936948,0.8394298259120386,0.2652635474365297,0.46997653053037525,0.09496895225771064,7.2,"Healthy balance sheet (D/E 0.01, CR 2.3); constructive price momentum. Growth is modest — more of a compounder."
DAR,,Darling Ingredients Inc.,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,United States,10653275136.0,14721254400.0,18.14785,11.151914,,2.0308647,1.6267861,13.064,2.248,0.12126,0.03541,0.12892,0.091309994,0.26333,0.17208,0.164,29.14,,29.591,0.78609,1.565,0.771,163742000.0,4171198976.0,219643008.0,1351406976.0,1.029,0.01197,1.0823101,157802916.0,155642594.0,0.0396,67.51,69.98,29.15,2477543.0,strong_buy,True,-0.7969204689130734,1.4325509240523404,-0.7295562220377991,0.5940885095901269,1.5142571336193282,0.10149866794919875,7.2,"Constructive price momentum; solid growth (revenue +16%, EPS +2914%). Profitability is the softer spot."
